loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,sub_class,work_type,employer_type,industry,work_year,house_exist,house_loan_status,censor_status,marriage,offsprings,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,early_return,early_return_amount,early_return_amount_3mon,recircle_b,recircle_u,initial_list_status,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,f5,isDefault
363597,347526,17500,3,9.67,561.97,B,B1,工人,普通企业,金融业,10+ years,0,2,0,0,0,2014-05-01,0,23.0,9,28.22,0.0,755.0,759.0,0.0,0,0,0.0,31935.0,54.2,0,Jan-1998,0.0,1.0,5.0,0.0,5.0,15.0,10.0,0.0,0
266732,347632,40000,5,10.56,860.95,B,B3,职员,普通企业,批发和零售业,10+ years,0,0,1,1,0,2018-06-01,4,93.0,8,18.42,5.0,670.0,674.0,0.0,0,0,0.0,33725.0,53.1,0,Jul-1989,4.0,1.0,3.0,0.0,2.0,10.0,5.0,3.0,0
796339,347877,3450,3,19.99,128.2,D,D4,职员,普通企业,信息传输、软件和信息技术服务业,5 years,1,0,1,0,0,2016-09-01,0,51.0,13,7.92,0.0,780.0,784.0,0.0,0,0,0.0,2536.0,7.4,0,Jun-2006,0.0,1.0,7.0,0.0,3.0,18.0,9.0,0.0,0
227815,348206,35000,3,12.12,1164.51,B,B3,职员,普通企业,公共服务、社会组织,10+ years,0,0,2,0,0,2013-05-01,0,746.0,27,19.68,0.0,745.0,749.0,0.0,0,0,0.0,32655.0,52.8,1,Feb-1984,36431.0,1.0,6.0,0.0,25.0,18.0,12.0,0.0,0
638518,348342,35000,3,9.17,1115.77,B,B2,其他,普通企业,公共服务、社会组织,4 years,1,0,2,1,5,2015-09-01,5,317.0,36,6.85,0.0,790.0,794.0,0.0,0,0,0.0,25097.0,25.6,0,Aug-2006,6.0,1.0,4.0,0.0,4.0,15.0,10.0,0.0,0
137502,348457,8000,3,8.9,254.03,A,A5,职员,普通企业,住宿和餐饮业,8 years,1,0,0,0,0,2013-05-01,0,240.0,21,8.79,0.0,755.0,759.0,0.0,0,0,0.0,6896.0,29.3,1,Feb-1992,870.0,1.0,4.0,0.0,0.0,9.0,6.0,0.0,0
534023,348587,20700,3,11.14,679.07,B,B2,职员,政府机构,电力、热力生产供应业,3 years,0,0,1,1,0,2013-03-01,1,134.0,8,1.26,0.0,800.0,804.0,0.0,0,0,0.0,29737.0,44.7,1,Aug-1994,26498.0,1.0,2.0,0.0,1.0,10.0,8.0,0.0,0
710241,348761,16100,3,16.99,573.93,D,D1,其他,普通企业,电力、热力生产供应业,4 years,1,0,1,0,0,2016-09-01,6,17.0,13,14.06,0.0,800.0,804.0,0.0,0,0,0.0,6427.0,14.4,0,May-2002,7.0,1.0,5.0,0.0,6.0,16.0,11.0,0.0,1
403039,348862,6000,3,11.99,199.26,B,B5,工人,普通企业,国际组织,3 years,0,1,0,1,4,2015-01-01,5,79.0,2,11.3,0.0,800.0,804.0,0.0,0,0,0.0,4928.0,8.2,1,Jul-2002,6.0,1.0,4.0,0.0,5.0,15.0,13.0,0.0,0
644711,349201,11375,5,21.18,308.89,E,E3,其他,普通企业,农、林、牧、渔业,7 years,2,1,1,1,5,2016-05-01,4,373.0,13,26.85,0.0,720.0,724.0,0.0,0,0,0.0,10855.0,51.7,0,Mar-2003,4.0,1.0,5.0,0.0,8.0,14.0,5.0,0.0,0
395043,349208,20000,5,13.53,460.51,B,B5,职员,普通企业,交通运输、仓储和邮政业,,0,1,1,0,0,2013-12-01,2,104.0,23,11.35,1.0,760.0,764.0,0.0,0,0,0.0,33253.0,33.6,1,Dec-1956,5.0,1.0,5.0,1.0,10.0,21.0,11.0,1.0,1
652004,349279,25000,5,8.67,514.97,B,B1,其他,普通企业,公共服务、社会组织,5 years,2,0,2,1,0,2015-01-01,2,135.0,33,20.99,0.0,815.0,819.0,0.0,0,0,0.0,24358.0,41.1,0,Sep-2002,5.0,1.0,4.0,0.0,9.0,19.0,9.0,0.0,0
234447,349375,8950,3,14.99,310.22,C,C5,其他,政府机构,住宿和餐饮业,10+ years,0,1,0,1,0,2014-10-01,0,635.0,3,7.09,0.0,720.0,724.0,1.0,0,0,0.0,4206.0,27.9,0,Jun-1999,0.0,1.0,4.0,0.0,6.0,11.0,2.0,0.0,0
206101,349464,15000,3,8.59,474.14,A,A5,其他,普通企业,公共服务、社会组织,10+ years,0,1,0,2,4,2016-10-01,0,248.0,11,17.81,0.0,745.0,749.0,0.0,0,0,0.0,38198.0,72.9,0,Dec-2002,0.0,1.0,4.0,0.0,4.0,14.0,8.0,0.0,0
651579,349618,17875,5,20.2,475.57,D,D5,工人,上市企业,文化和体育业,5 years,1,1,2,0,0,2013-12-01,0,69.0,26,26.31,1.0,720.0,724.0,0.0,0,0,0.0,605.0,2.7,1,Sep-2007,0.0,1.0,1.0,0.0,10.0,16.0,9.0,0.0,1
516141,349647,9000,3,17.97,325.24,D,D4,其他,普通企业,批发和零售业,5 years,1,0,2,2,0,2016-01-01,0,275.0,8,19.73,0.0,720.0,724.0,0.0,1,141,54.558392660103365,841.0,16.5,0,Mar-2012,0.0,1.0,3.0,0.0,2.0,7.0,4.0,0.0,0
268691,349691,25000,5,11.49,340.81,B,B4,公务员,上市企业,批发和零售业,6 years,0,1,1,0,0,2010-07-01,2,263.0,0,10.06,0.0,805.0,809.0,0.0,2,212,42.4286157582356,6185.0,12.9,1,Jun-1992,13934.0,1.0,,,,,,,0
60797,349943,13000,5,17.57,327.09,D,D4,其他,普通企业,金融业,10+ years,0,0,2,0,0,2015-06-01,0,162.0,2,16.63,1.0,780.0,784.0,0.0,0,0,0.0,8120.0,36.9,0,Aug-2000,0.0,1.0,5.0,0.0,15.0,19.0,8.0,0.0,0
332149,350030,5000,3,21.15,188.77,E,E2,职员,普通企业,制造业,9 years,1,0,0,1,3,2013-07-01,0,75.0,33,13.43,0.0,720.0,724.0,0.0,0,0,0.0,11588.0,72.9,1,Mar-1997,31856.0,1.0,3.0,0.0,0.0,8.0,4.0,0.0,0
444222,350045,2500,3,17.97,90.35,D,D1,职员,世界五百强,公共服务、社会组织,,1,0,2,1,3,2018-10-01,0,36.0,13,7.21,0.0,770.0,774.0,0.0,0,0,0.0,1730.0,2.0,0,Apr-1999,0.0,1.0,4.0,,7.0,28.0,22.0,0.0,0
232558,350116,6800,3,12.35,227.0,B,B4,公务员,政府机构,采矿业,8 years,0,1,0,1,1,2013-08-01,5,369.0,21,25.65,0.0,745.0,749.0,0.0,0,0,0.0,144513.0,66.3,0,May-1989,71.0,1.0,7.0,0.0,4.0,28.0,14.0,0.0,0
624711,350272,8000,3,10.91,261.57,B,B4,其他,普通企业,文化和体育业,,2,1,2,1,0,2017-06-01,5,281.0,2,16.51,0.0,770.0,774.0,0.0,0,0,0.0,9132.0,74.2,1,Apr-1994,6.0,1.0,1.0,0.0,1.0,6.0,4.0,0.0,1
653170,350289,6000,3,12.99,202.14,B,B4,其他,政府机构,电力、热力生产供应业,10+ years,0,0,1,1,5,2013-11-01,0,127.0,13,12.33,0.0,735.0,739.0,0.0,28,4172,1082.5146249525062,13085.0,62.3,1,Mar-1989,28.0,1.0,6.0,0.0,9.0,24.0,9.0,0.0,0
187292,350719,20000,5,10.49,429.78,B,B3,其他,幼教与中小学校,信息传输、软件和信息技术服务业,6 years,0,1,2,0,0,2014-11-01,0,225.0,18,14.24,0.0,775.0,779.0,0.0,0,0,0.0,143153.0,78.0,0,Sep-1982,0.0,1.0,6.0,,13.0,12.0,9.0,1.0,0
529735,350883,7000,3,14.99,242.63,C,C4,工程师,普通企业,房地产业,10+ years,1,0,2,1,0,2017-04-01,3,186.0,9,33.21,0.0,720.0,724.0,0.0,0,0,0.0,11630.0,93.8,0,Feb-2003,3.0,1.0,2.0,0.0,7.0,12.0,7.0,0.0,0
212567,350932,30000,3,6.62,921.11,A,A2,其他,上市企业,交通运输、仓储和邮政业,10+ years,0,1,2,1,5,2012-12-01,4,57.0,9,15.0,0.0,825.0,829.0,0.0,0,0,0.0,14852.0,24.9,1,Aug-1986,50879.0,1.0,3.0,0.0,4.0,11.0,6.0,0.0,0
203284,351026,10000,3,15.1,347.15,C,C2,职员,普通企业,电力、热力生产供应业,5 years,1,1,0,1,0,2013-10-01,10,27.0,12,18.81,0.0,720.0,724.0,0.0,0,0,0.0,17573.0,49.5,1,May-2004,11.0,1.0,8.0,0.0,1.0,24.0,11.0,0.0,0
577514,351423,35000,5,14.08,815.85,C,C3,工人,普通企业,农、林、牧、渔业,4 years,1,0,1,0,0,2017-10-01,0,134.0,8,15.9,0.0,800.0,804.0,0.0,3,354,196.00075126327758,2682.0,4.3,0,Jul-1996,0.0,1.0,3.0,0.0,11.0,15.0,11.0,0.0,0
169053,351427,16950,3,14.33,582.04,C,C1,职员,世界五百强,住宿和餐饮业,6 years,1,1,0,1,2,2013-05-01,4,275.0,8,25.11,0.0,720.0,724.0,0.0,0,0,0.0,10067.0,56.2,0,Oct-2004,42457.0,1.0,5.0,0.0,5.0,9.0,3.0,0.0,0
101359,351476,7000,3,12.49,234.15,B,B5,工人,世界五百强,金融业,2 years,0,0,0,0,0,2014-07-01,2,177.0,26,25.61,0.0,735.0,739.0,0.0,0,0,0.0,33037.0,62.5,1,Oct-1995,5.0,1.0,5.0,0.0,6.0,26.0,8.0,0.0,0
575730,351483,30000,5,15.04,714.33,C,C4,工人,上市企业,住宿和餐饮业,,0,1,0,0,0,2018-04-01,0,651.0,39,17.53,0.0,770.0,774.0,0.0,0,0,0.0,7095.0,63.3,0,Oct-1998,0.0,1.0,2.0,0.0,6.0,4.0,2.0,0.0,0
200828,351489,25000,5,9.99,531.06,B,B3,其他,普通企业,电力、热力生产供应业,10+ years,0,1,1,1,5,2015-06-01,5,267.0,27,16.95,0.0,840.0,844.0,0.0,2,230,112.05495234875843,53308.0,19.8,0,May-1997,6.0,1.0,6.0,0.0,10.0,27.0,9.0,0.0,0
670193,352043,7475,3,11.67,247.11,B,B4,其他,普通企业,公共服务、社会组织,2 years,2,0,1,0,0,2014-07-01,4,524.0,20,23.59,0.0,730.0,734.0,0.0,0,0,0.0,11678.0,46.5,0,Sep-2006,4.0,1.0,6.0,0.0,3.0,8.0,5.0,0.0,1
622230,352211,5375,3,12.74,180.44,C,C1,工人,普通企业,交通运输、仓储和邮政业,10+ years,0,1,0,1,0,2017-02-01,4,532.0,27,32.02,0.0,735.0,739.0,0.0,0,0,0.0,9641.0,79.7,0,Jul-1997,4.0,1.0,6.0,0.0,2.0,14.0,8.0,0.0,1
224122,352516,6000,3,5.31,180.67,A,A1,职员,政府机构,电力、热力生产供应业,,2,2,2,0,0,2018-03-01,2,89.0,3,9.93,0.0,810.0,814.0,0.0,1,125,33.629569931920884,10268.0,11.4,0,Jun-1967,5.0,1.0,5.0,0.0,5.0,16.0,8.0,0.0,0
90803,353257,6000,3,8.59,189.66,A,A5,工人,世界五百强,电力、热力生产供应业,10+ years,0,1,1,0,0,2016-10-01,4,9.0,7,19.32,0.0,750.0,754.0,0.0,0,0,0.0,107766.0,42.2,1,Sep-1995,4.0,1.0,8.0,0.0,8.0,18.0,8.0,0.0,0
333716,353397,1800,3,17.57,64.69,D,D4,工人,政府机构,信息传输、软件和信息技术服务业,10+ years,0,0,2,0,0,2014-10-01,0,628.0,24,28.24,0.0,720.0,724.0,1.0,0,0,0.0,2557.0,30.8,1,Nov-1999,0.0,1.0,4.0,0.0,21.0,6.0,0.0,0.0,1
776670,353454,24000,5,9.93,509.11,B,B2,工程师,政府机构,制造业,3 years,2,0,1,1,5,2017-11-01,0,177.0,26,9.43,0.0,730.0,734.0,0.0,3,315,113.51935440475744,24889.0,48.4,1,Apr-1997,0.0,1.0,7.0,0.0,13.0,22.0,9.0,1.0,0
564472,353794,19000,3,5.32,572.19,A,A1,其他,政府机构,公共服务、社会组织,10+ years,0,1,2,1,0,2016-03-01,0,81.0,15,8.09,0.0,800.0,804.0,0.0,0,0,0.0,21325.0,42.4,0,Oct-1995,0.0,1.0,3.0,0.0,1.0,14.0,6.0,0.0,0
667549,353919,15000,3,14.98,519.84,C,C3,其他,普通企业,金融业,10+ years,0,0,1,1,3,2013-12-01,2,629.0,20,2.83,0.0,730.0,734.0,1.0,0,0,0.0,31474.0,48.6,0,Mar-2004,5.0,1.0,4.0,0.0,3.0,13.0,9.0,0.0,0
708099,354016,6000,3,12.61,201.04,C,C1,职员,上市企业,农、林、牧、渔业,10+ years,0,1,1,0,0,2018-04-01,0,259.0,19,19.01,0.0,755.0,759.0,0.0,0,0,0.0,15835.0,54.8,0,Mar-2003,0.0,1.0,4.0,0.0,15.0,13.0,3.0,0.0,0
482340,354362,19000,3,10.83,620.51,B,B3,职员,高等教育机构,文化和体育业,10+ years,0,0,0,0,0,2008-11-01,0,162.0,2,14.34,0.0,770.0,774.0,0.0,0,0,0.0,5503.0,55.0,1,Apr-1997,20073.0,1.0,,,,,,,0
774020,354525,20000,3,7.9,625.81,A,A4,其他,政府机构,金融业,3 years,0,2,1,2,1,2013-08-01,0,41.0,25,20.77,0.0,830.0,834.0,0.0,0,0,0.0,75532.0,1.9,0,Oct-1989,34761.0,1.0,3.0,0.0,14.0,5.0,3.0,0.0,0
55401,354712,11050,5,21.48,301.94,E,E2,工人,政府机构,批发和零售业,5 years,1,0,1,1,1,2013-12-01,0,491.0,30,16.12,1.0,720.0,724.0,1.0,0,0,0.0,1397.0,18.1,1,Oct-1990,106.0,1.0,3.0,0.0,6.0,12.0,9.0,0.0,0
120256,355485,40000,5,16.02,973.15,C,C5,工人,幼教与中小学校,房地产业,6 years,2,0,0,1,2,2018-01-01,0,121.0,14,7.16,0.0,665.0,669.0,0.0,0,0,0.0,16496.0,46.5,0,Dec-1999,0.0,1.0,5.0,0.0,6.0,19.0,4.0,0.0,0
729302,355511,22500,3,12.69,754.76,C,C2,工程师,普通企业,金融业,9 years,0,0,1,0,0,2015-06-01,0,316.0,26,23.65,0.0,780.0,784.0,0.0,0,0,0.0,12149.0,45.5,0,Jan-1995,0.0,1.0,3.0,0.0,9.0,11.0,6.0,0.0,1
73187,355840,40000,5,11.99,889.58,B,B5,公务员,普通企业,金融业,10+ years,0,1,2,2,4,2018-01-01,4,119.0,0,33.29,0.0,750.0,754.0,0.0,0,0,0.0,28558.0,64.5,0,Oct-1999,4.0,1.0,4.0,0.0,16.0,15.0,5.0,0.0,0
362775,356041,8325,3,28.34,345.89,G,G3,职员,普通企业,电力、热力生产供应业,,1,0,2,0,0,2016-03-01,0,120.0,21,38.76,0.0,790.0,794.0,0.0,0,0,0.0,1712.0,8.2,1,Dec-1987,0.0,1.0,4.0,0.0,2.0,12.0,7.0,0.0,1
722191,356488,35000,5,12.39,785.48,C,C1,公务员,普通企业,文化和体育业,4 years,0,1,2,1,2,2014-12-01,0,29.0,19,16.22,0.0,760.0,764.0,0.0,0,0,0.0,21346.0,62.6,1,Aug-1993,0.0,1.0,4.0,0.0,3.0,9.0,1.0,0.0,0
374784,356746,12000,3,11.99,398.52,B,B5,工人,普通企业,金融业,6 years,0,0,2,0,0,2017-11-01,1,307.0,14,40.37,0.0,750.0,754.0,0.0,0,0,0.0,16684.0,41.3,1,Jul-2004,1.0,1.0,5.0,0.0,20.0,9.0,5.0,0.0,1
174102,356797,9000,3,12.99,303.21,C,C1,职员,普通企业,金融业,8 years,1,1,1,2,2,2014-08-01,4,512.0,21,18.19,0.0,780.0,784.0,0.0,0,0,0.0,2129.0,5.9,1,Mar-2005,4.0,1.0,4.0,0.0,2.0,25.0,16.0,0.0,0
436053,356946,5000,3,15.61,174.83,D,D1,其他,政府机构,制造业,,0,0,1,1,5,2015-08-01,0,386.0,19,2.46,0.0,745.0,749.0,0.0,0,0,0.0,37205.0,64.0,1,Mar-1995,0.0,1.0,4.0,0.0,14.0,36.0,17.0,0.0,0
565754,357259,15000,5,11.99,333.6,B,B3,职员,普通企业,金融业,10+ years,0,0,2,0,0,2014-02-01,4,403.0,38,21.73,0.0,730.0,734.0,0.0,0,0,0.0,99341.0,91.0,1,Jun-1986,4.0,1.0,9.0,,5.0,19.0,12.0,0.0,1
176488,357276,4900,3,21.49,185.85,D,D5,职员,政府机构,电力、热力生产供应业,9 years,0,1,1,1,0,2016-06-01,2,134.0,8,5.98,0.0,720.0,724.0,1.0,0,0,0.0,3083.0,8.3,0,Jan-2001,5.0,1.0,3.0,0.0,15.0,23.0,12.0,0.0,0
429171,357568,10000,5,13.67,230.98,C,C3,其他,普通企业,建筑业,2 years,1,1,1,0,0,2016-03-01,5,45.0,21,7.35,0.0,815.0,819.0,0.0,1,13,6.689858457748767,4354.0,13.1,0,Oct-1988,6.0,1.0,4.0,0.0,8.0,28.0,11.0,0.0,0
557455,357590,28000,3,13.35,948.16,C,C2,其他,政府机构,建筑业,2 years,0,1,1,1,0,2014-10-01,0,121.0,14,15.21,0.0,775.0,779.0,0.0,0,0,0.0,10189.0,29.6,1,Aug-2003,0.0,1.0,5.0,0.0,11.0,19.0,12.0,0.0,0
589209,357697,6000,3,15.31,208.91,C,C2,其他,政府机构,金融业,,2,2,2,1,3,2013-01-01,5,291.0,23,16.67,0.0,790.0,794.0,0.0,0,0,0.0,27635.0,3.4,0,Feb-1991,49555.0,1.0,4.0,0.0,6.0,30.0,21.0,0.0,0
610223,357762,16000,5,14.64,377.63,C,C3,其他,政府机构,电力、热力生产供应业,6 years,0,1,0,0,0,2014-04-01,0,284.0,13,30.24,1.0,770.0,774.0,0.0,1,110,39.863983855607756,10544.0,12.9,0,Sep-1992,0.0,1.0,9.0,0.0,29.0,30.0,13.0,0.0,0
652183,357956,3000,3,5.32,90.35,A,A1,职员,上市企业,住宿和餐饮业,10+ years,0,0,0,0,0,2015-11-01,2,373.0,13,12.3,0.0,840.0,844.0,0.0,0,0,0.0,6665.0,8.7,0,Nov-1990,5.0,1.0,3.0,0.0,8.0,31.0,15.0,0.0,0
38531,358025,10000,3,17.27,357.88,C,C5,工程师,普通企业,电力、热力生产供应业,3 years,1,0,2,0,0,2013-06-01,4,488.0,24,9.76,0.0,720.0,724.0,1.0,0,0,0.0,4718.0,38.0,1,Jun-2002,25207.0,1.0,4.0,0.0,15.0,15.0,12.0,0.0,0
276649,358054,25000,5,12.49,562.33,B,B4,其他,普通企业,电力、热力生产供应业,7 years,0,1,2,0,0,2014-03-01,0,2.0,2,26.65,0.0,785.0,789.0,0.0,0,0,0.0,16838.0,30.3,0,Feb-1994,0.0,1.0,4.0,0.0,9.0,19.0,11.0,0.0,0
356634,358393,10800,3,6.03,328.71,A,A1,工人,普通企业,电力、热力生产供应业,10+ years,0,1,0,1,0,2012-09-01,4,166.0,8,11.75,0.0,825.0,829.0,0.0,0,0,0.0,7553.0,14.5,1,Aug-1994,54749.0,1.0,,,,,,,0
770357,358431,40000,5,7.35,798.67,A,A4,其他,普通企业,农、林、牧、渔业,10+ years,2,0,2,0,0,2017-12-01,2,13.0,10,5.95,0.0,825.0,829.0,0.0,0,0,0.0,16398.0,0.7,0,Jan-1997,5.0,1.0,3.0,0.0,11.0,24.0,21.0,0.0,1
444224,358759,9750,3,7.89,305.04,A,A5,其他,世界五百强,金融业,,2,1,1,0,0,2015-06-01,2,31.0,2,8.09,0.0,805.0,809.0,0.0,0,0,0.0,24065.0,47.3,0,Aug-1980,5.0,1.0,3.0,0.0,8.0,14.0,9.0,0.0,0
404959,358851,4550,3,16.55,161.21,D,D2,公务员,政府机构,房地产业,10+ years,0,1,1,0,0,2015-07-01,4,267.0,27,33.5,0.0,720.0,724.0,0.0,0,0,0.0,13839.0,72.8,0,Apr-1977,4.0,1.0,5.0,0.0,11.0,15.0,6.0,0.0,0
357984,359239,40000,5,9.44,838.91,B,B1,其他,幼教与中小学校,公共服务、社会组织,2 years,0,0,2,1,0,2017-09-01,4,51.0,13,11.35,0.0,785.0,789.0,0.0,2,204,74.4102123709535,18274.0,16.2,0,Jul-2001,4.0,1.0,3.0,0.0,17.0,16.0,10.0,0.0,0
368277,359405,5100,3,6.99,157.45,A,A2,其他,幼教与中小学校,住宿和餐饮业,10+ years,0,1,1,1,1,2016-12-01,3,435.0,36,13.4,0.0,845.0,850.0,0.0,0,0,0.0,93060.0,1.2,0,Nov-1982,3.0,1.0,2.0,0.0,5.0,13.0,8.0,0.0,0
647661,359767,11425,5,17.57,287.46,D,D4,其他,普通企业,电力、热力生产供应业,10+ years,0,0,2,0,0,2015-12-01,5,35.0,14,35.37,0.0,795.0,799.0,0.0,0,0,0.0,5690.0,8.6,0,May-1991,6.0,1.0,9.0,0.0,15.0,22.0,6.0,0.0,1
161250,360176,10000,3,8.39,315.17,A,A5,工人,政府机构,金融业,2 years,1,0,1,0,0,2014-07-01,7,166.0,8,10.8,0.0,750.0,754.0,0.0,0,0,0.0,7929.0,34.5,0,Apr-2007,8.0,1.0,5.0,0.0,2.0,8.0,6.0,0.0,0
482017,360698,13000,3,12.85,437.09,B,B4,其他,政府机构,金融业,10+ years,1,1,0,0,0,2014-01-01,4,249.0,36,18.0,0.0,730.0,734.0,0.0,0,0,0.0,22470.0,78.0,0,May-1998,88.0,1.0,4.0,0.0,5.0,14.0,6.0,0.0,0
114922,360773,30000,5,12.85,680.3,B,B4,工人,普通企业,批发和零售业,10+ years,0,0,2,0,0,2014-02-01,0,209.0,21,14.55,0.0,790.0,794.0,0.0,0,0,0.0,15469.0,42.1,1,Jan-1996,0.0,1.0,5.0,0.0,5.0,13.0,8.0,0.0,1
592906,360906,12550,3,8.9,398.51,A,A5,工人,普通企业,金融业,6 years,0,0,1,1,0,2013-12-01,0,591.0,40,19.44,0.0,755.0,759.0,0.0,0,0,0.0,10031.0,32.8,1,Aug-2002,0.0,1.0,6.0,0.0,4.0,12.0,5.0,0.0,0
460779,361059,38150,3,8.59,1205.9,A,A5,工程师,幼教与中小学校,采矿业,4 years,1,1,2,0,0,2016-09-01,0,99.0,8,11.44,0.0,750.0,754.0,0.0,0,0,0.0,35110.0,33.4,0,Nov-1994,0.0,1.0,5.0,0.0,2.0,34.0,18.0,0.0,0
584446,361326,7500,3,6.03,228.27,A,A1,工程师,政府机构,电力、热力生产供应业,2 years,0,0,0,1,3,2012-12-01,3,103.0,36,14.58,0.0,830.0,834.0,0.0,0,0,0.0,60208.0,1.5,1,Aug-1991,50540.0,1.0,4.0,0.0,13.0,18.0,12.0,0.0,0
9260,362112,20000,5,14.49,470.47,C,C4,工人,普通企业,住宿和餐饮业,6 years,0,1,2,1,4,2014-10-01,0,125.0,9,11.02,0.0,750.0,754.0,0.0,0,0,0.0,19918.0,61.3,1,Dec-1994,0.0,1.0,4.0,0.0,4.0,14.0,2.0,0.0,0
199856,362307,19000,3,5.32,572.19,A,A1,其他,政府机构,公共服务、社会组织,4 years,2,0,0,1,3,2016-02-01,4,242.0,8,30.38,0.0,840.0,844.0,0.0,0,0,0.0,6826.0,8.3,0,May-1991,4.0,1.0,6.0,0.0,6.0,23.0,10.0,0.0,0
757195,362394,7000,3,5.32,210.81,A,A1,其他,普通企业,文化和体育业,,1,1,0,1,3,2016-08-01,0,191.0,5,14.45,0.0,830.0,834.0,0.0,0,0,0.0,7302.0,13.8,1,Nov-1964,0.0,1.0,2.0,0.0,5.0,11.0,5.0,0.0,0
512949,362450,20000,5,11.67,441.57,B,B4,公务员,世界五百强,金融业,< 1 year,1,1,1,0,0,2014-07-01,0,560.0,44,17.64,0.0,785.0,789.0,0.0,3,318,154.2153346027151,0.0,0.0,0,Nov-2006,0.0,1.0,0.0,0.0,5.0,6.0,2.0,0.0,0
15145,362507,20000,5,7.35,399.34,A,A4,公务员,政府机构,建筑业,,0,0,0,1,0,2017-12-01,2,427.0,21,12.65,0.0,825.0,829.0,0.0,0,0,0.0,4792.0,7.9,0,Aug-1973,5.0,1.0,3.0,0.0,2.0,13.0,10.0,0.0,0
267978,362563,14000,5,24.08,403.41,F,F2,工程师,普通企业,金融业,10+ years,0,0,0,1,4,2014-10-01,0,58.0,17,9.53,0.0,720.0,724.0,0.0,0,0,0.0,3290.0,52.2,0,Apr-2003,0.0,1.0,2.0,0.0,4.0,5.0,1.0,0.0,1
199207,362740,16650,3,16.99,593.54,D,D3,工程师,政府机构,金融业,10+ years,2,0,1,0,0,2015-11-01,0,62.0,13,10.15,0.0,785.0,789.0,0.0,0,0,0.0,393.0,5.1,0,Jun-2005,0.0,1.0,5.0,0.0,1.0,6.0,6.0,0.0,0
70273,362853,9600,3,7.49,298.58,A,A4,公务员,普通企业,公共服务、社会组织,< 1 year,0,0,0,0,0,2017-04-01,4,365.0,19,25.92,0.0,830.0,834.0,0.0,10,1220,432.54596928951037,25360.0,44.4,0,Apr-2002,4.0,1.0,2.0,0.0,13.0,11.0,5.0,0.0,0
311060,362972,12450,5,13.99,289.63,C,C4,其他,上市企业,房地产业,< 1 year,0,0,0,0,0,2015-04-01,0,361.0,8,31.93,0.0,720.0,724.0,0.0,0,0,0.0,50539.0,71.7,0,Oct-1996,0.0,1.0,8.0,0.0,10.0,17.0,7.0,0.0,1
662086,363346,4800,3,8.39,151.28,A,A5,职员,普通企业,文化和体育业,9 years,2,0,0,1,0,2014-10-01,2,118.0,20,6.94,0.0,765.0,769.0,0.0,0,0,0.0,9351.0,20.9,1,Jun-1995,5.0,1.0,6.0,0.0,4.0,17.0,5.0,0.0,1
497782,363431,13600,5,16.59,335.01,D,D1,其他,普通企业,采矿业,10+ years,0,1,1,0,0,2014-05-01,0,362.0,35,22.12,0.0,720.0,724.0,0.0,0,0,0.0,22609.0,56.5,0,Dec-1996,0.0,1.0,8.0,0.0,3.0,21.0,5.0,0.0,1
293879,363497,3000,3,14.99,103.99,C,C4,职员,政府机构,金融业,10+ years,1,1,2,0,0,2017-04-01,10,35.0,14,1.65,0.0,720.0,724.0,0.0,0,0,0.0,2836.0,85.9,0,Sep-2003,11.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0
44141,363499,11200,3,30.75,480.08,F,F5,其他,高等教育机构,信息传输、软件和信息技术服务业,10+ years,0,0,1,0,0,2017-10-01,0,159.0,21,37.76,0.0,720.0,724.0,0.0,0,0,0.0,4238.0,34.2,1,Aug-2003,0.0,1.0,4.0,0.0,5.0,11.0,6.0,0.0,1
140185,363525,15000,3,11.55,495.0,B,B4,工人,普通企业,信息传输、软件和信息技术服务业,5 years,0,0,1,0,0,2018-11-01,0,320.0,13,23.47,0.0,755.0,759.0,1.0,0,0,0.0,6226.0,21.9,0,May-1997,0.0,1.0,4.0,0.0,8.0,12.0,7.0,0.0,0
531164,364077,35000,5,14.16,817.3,C,C2,其他,普通企业,国际组织,10+ years,2,2,2,1,1,2014-04-01,2,6.0,5,10.29,0.0,760.0,764.0,0.0,4,84,23.76626476669656,2701.0,27.6,0,Jan-2004,5.0,1.0,4.0,0.0,5.0,6.0,6.0,0.0,0
742554,364137,12825,3,18.25,465.27,E,E1,其他,普通企业,金融业,5 years,1,0,1,0,0,2015-02-01,0,176.0,3,13.63,0.0,750.0,754.0,0.0,3,360,184.2939519233778,3013.0,28.2,1,Sep-2008,0.0,1.0,1.0,0.0,8.0,3.0,1.0,0.0,0
362134,364140,18300,3,15.61,639.86,D,D1,工程师,普通企业,住宿和餐饮业,10+ years,1,1,1,1,5,2015-08-01,0,275.0,8,13.96,0.0,735.0,739.0,0.0,0,0,0.0,6206.0,58.5,0,Jun-2003,0.0,1.0,4.0,0.0,10.0,7.0,5.0,0.0,0
227423,364145,7500,3,17.99,271.11,D,D2,职员,普通企业,建筑业,,2,2,2,0,0,2016-11-01,6,180.0,32,9.84,0.0,795.0,799.0,0.0,0,0,0.0,4041.0,8.8,1,Dec-1996,7.0,1.0,4.0,0.0,1.0,15.0,8.0,0.0,1
